Model,vehicule,totalDistanceKm,nbTrips,territoire,heure_debut,heure_fin,carnetEntryIndex,moment,meteo_ensoleille,meteo_nuageux,meteo_pluvieux,meteo_venteux,meteo_neigeux,meteo_brouillard,meteo_autre,motif,avantage_aucun,avantage_agilite,avantage_confort,avantage_observation,avantage_fierté,avantage_reactions,avantage_bien_etre,avantage_autre,difficulte_aucune,difficulte_visibilite,difficulte_amenagement,difficulte_stationnement,difficulte_vehicule,difficulte_comportement,difficulte_autre,difficultes_details,point_noir_1,point_noir_2,bilan,commentaires,point_noir_1_lon,point_noir_1_lat,mode_domicile_travail,mode_domicile_etudes,mode_domicile_loisirs,edits
Urbaner,Urbaner,2.685824495127959,1,CC Grand Pic St Loup,08:30,08:50,220,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,1,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,"La boîte de vitesses Enviolo est déroutante car on ne peut pas modifier le réglage en forçant. Il faut relâcher l'effort (comme sur un dérailleur standard) pour que la consigne soit prise en compte. Cette limitation est gênante sur un véhicule de ce gabarit, surtout en montée. Peut-être qu'un système de type Pinion MGU, ou Valeo CycleeTM, ou Owuru serait plus adapté.",,,,,,{}
WEEZ,WEEZ,12.092509310679107,1,CC Grand Pic St Loup,07:35,07:50,221,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,Sortie des Matelles pour accès route à 90km/h,,Négatif,Manque de sérénité sur route à 90km/h,3.7950335,43.7242529,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,12:10,12:25,222,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,Sortie de St Martin de Londres,,Positif,Difficultés dans les montées,3.7373324,43.7803655,,,,{}
Urbaner,Urbaner,3.540360432636949,2,CC Grand Pic St Loup,10:00,10:30,223,Jour,1,0,0,0,0,0,,Courses,0.0,0,1,1,0,1,0,,0.0,0,0,0,0,0,"comportement lorsque la route n'est pas particulièrement lisse (nid de poule, piste cyclable inclinée)",,,,Très positif,La capacité d'emport est top (grand coffre + siège arrière + panier avant),,,,,,{}
Urbaner,Urbaner,3.9053886093060264,1,CC Grand Pic St Loup,14:00,14:40,224,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,1,0,0,1,0,,0.0,0,0,0,0,0,"Démarrage en côté compliqué, voir impossible si on a pas anticiper le changement de vitesse",,,,Positif,"La boîte de vitesses Enviolo est déroutante car on ne peut pas modifier le réglage en forçant. Il faut relâcher l'effort (comme sur un dérailleur standard) pour que la consigne soit prise en compte. Cette limitation est gênante sur un véhicule de ce gabarit, surtout en montée.
D'autant plus que malgré l'habitude, il arrive qu'on ne puisse pas anticiper le changement de vitesse (freinage d'urgence). Dans ce cas, on peut être amener à descendre du véhicule pour le pousser.
Peut-être qu'un système de type Pinion MGU, ou Valeo CycleeTM, ou Owuru serait plus adapté.",,,,,,{}
WEEZ,WEEZ,8.496454723839664,1,CC Grand Pic St Loup,18:00,18:10,225,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,0,,0.0,1,0,0,0,0,,,,,Positif,"Confort vraiment sommaire, le moindre défaut de route se fait sentir.",,,,,,{}
WEEZ,WEEZ,15.619381964425846,7,CC Clunisois,16:30,19:13,226,Jour,0,1,1,0,0,0,,Domicile / travail,0.0,1,1,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,Rien,,,,,,{}
,Formidable,,1,PNR Grand Causses,08:50,11:50,227,Jour,0,1,0,1,0,0,,RDV médical,0.0,0,0,1,0,1,0,,0.0,0,0,0,1,0,,,La puissance de l'assistance électrique ne s'adapte pas à la météo venteuse (+ d'efforts à fournir),Manque de vitesse (on irait bien à + de 25 km/h),Positif,"Les clignotants, c'est top!",,,,,,{}
,Formidable,,1,PNR Grand Causses,11:30,13:15,228,Jour,0,1,0,0,0,0,,Courses,0.0,0,1,0,0,1,0,,0.0,0,0,0,1,0,,,"A nouveau, la puissance de l'assistance électrique ne s'adapte pas au fort dénivelé positif et au fait que le véhicule soit très chargé (courses de la semaine)",Difficulté à démarrer en côte,Positif,RAS,,,,,,{}
Urbaner,Urbaner,15.901818667682964,1,CC Grand Pic St Loup,07:20,08:10,229,Nuit,0,0,1,0,0,0,,Domicile / travail,0.0,0,0,0,0,0,0,Protection contre la pluie,0.0,1,0,0,0,0,Inconfort dans les virages,,"Certaines pistes cyclable bidirectionnelles sont trop étroites (43.639712, 3.927907)",,Positif,"La version non pendulaire de l'Urbaner n'est pas adaptée à de long trajet en ville. En effet, même en ralentissant dans chaque virage, le corp est chahuté de droite à gauche. A la longue, c'est usant.",3.927907,43.639712,,,,{}
,Formidable,,1,PNR Grand Causses,08:00,08:25,230,Jour,0,1,0,0,0,0,,Ecole (enfants),0.0,1,0,0,0,1,1,,0.0,0,1,1,0,0,,,,,Très positif,"Stabilité précaire lors des arrêts et redémarrages.
Les casques des enfants à l'avant viennent régulièrement taper contre le guidon, les freins.
Manque de confort sur route abimée (amortisseurs - ).",,,,,,{}
WEEZ,WEEZ,12.206880723083543,1,CC Grand Pic St Loup,07:35,07:50,231,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,Insertion sur route à 90Km/h,,,,Négatif,Sentiment d'insécurité,,,,,,{}
WEEZ,WEEZ,81.8438649263726,3,CC Clunisois,07:40,11:00,232,Jour,0,1,1,1,0,0,,Domicile / travail,0.0,1,1,0,0,0,0,,0.0,1,0,1,0,0,,,Manque d'assistance au volant,Fragile sur la rouge avec grand vent,Positif,Ravie de moins poluer !!@,,,,,,{}
WEEZ,WEEZ,12.25447312542938,1,CC Grand Pic St Loup,17:30,17:50,233,Jour,0,0,1,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Négatif,Vigilance accrue en conduite sous la pluie,,,,,,{}
Karbikes,Karbikes,6.1093851343247,4,Loos en Gohelle,15:30,16:15,234,Jour,0,0,1,0,0,0,,Travail,0.0,0,0,0,0,0,1,,0.0,1,0,0,0,0,Visibilité,,,,Positif,"Pas de signal sonore/visuel lors de l'utilisation du clignotant.
Visibilité très réduite en temps de pluie à cause des gouttes et de la buée générée avec la condensation.
Les rétroviseurs sont trop petit et situés trop bas, de plus, avec les portes en plastique, la buée obstruait la visibilité sur ceux-ci.",,,,,,{}
WEEZ,WEEZ,12.242283938044846,1,CC Grand Pic St Loup,07:35,07:50,235,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Ras,,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,17:00,17:15,236,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Ras,,,,,,{}
WEEZ,WEEZ,12.140190688851003,1,CC Grand Pic St Loup,07:35,07:50,237,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,1,0,0,0,,0.0,1,0,0,0,0,,,,,Positif,Ras,,,,,,{}
,Karbikes,,1,Loos en Gohelle,14:00,16:30,238,Jour,0,0,1,0,0,0,,Domicile / travail,0.0,1,0,0,0,1,0,,0.0,1,0,0,1,0,,,,,Positif,"Véhicule maniable et sympathique à l'utilisation. Point à améliorer : ajout d'essuis-glace (visibilité très réduite en temps de pluie), quelques infiltrations à l'avant du véhicule par temps pluvieux, rétroviseurs trop bas et inutilisable avec la buée sur les portes.",,,,,,{}
WEEZ,WEEZ,12.183384134286264,1,CC Grand Pic St Loup,07:35,07:50,239,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Ras,,,,,,{}
WEEZ,WEEZ,13.769971695624086,1,CC Grand Pic St Loup,17:15,17:30,240,Jour,0,0,1,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Tenue de route limitée par temps pluvieux,,,,,,{}
WEEZ,WEEZ,12.131998448403428,1,CC Grand Pic St Loup,07:45,08:00,241,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Ras,,,,,,{}
WEEZ,WEEZ,12.228176072396906,1,CC Grand Pic St Loup,17:30,17:50,242,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,,,Négatif,Ras,,,,,,{}
WEEZ,WEEZ,3.0067308349695714,4,CC Grand Pic St Loup,14:40,14:50,243,Jour,0,1,0,0,0,0,,Ecole (enfants),0.0,0,0,0,0,1,0,,0.0,1,0,0,0,0,,,,,Positif,Ras,,,,,,{}
WEEZ,WEEZ,22.86247456136633,3,CC Grand Pic St Loup,17:50,18:30,244,Jour,1,0,0,0,0,0,,Récupérer weez,0.0,0,0,0,0,0,0,L’idée de polluer moins qu’avec ma golf diesel,0.0,0,0,0,0,0,Éblouie par le soleil (pas de pare-brise) et le volant est dur dans les virages (rond points),,Rond points,Pour se garer,Positif,À voir avec le temps..,3.8693263,43.7303041,,,,{}
WEEZ,WEEZ,25.34570367529028,5,CC Grand Pic St Loup,16:45,18:10,245,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,Volant dur à tourner car non assisté,,Pare brise,Volant difficilement malléable,Positif,Aucun,,,,,,{}
,Formidable,,1,PNR Grand Causses,09:00,12:00,246,Jour,0,1,0,0,0,0,,animation apicole,0.0,1,0,0,0,1,0,port de charges encombrantes,0.0,0,1,0,1,0,,,rue de la Croix Vielle,,Positif,Impossibilité de re-démarrer en côte avec un adulte en passager arrière.,3.0645362,44.0989672,,,,{}
,Formidable,,1,PNR Grand Causses,08:00,08:20,247,Jour,0,1,0,0,0,0,,domicile/école/travail,0.0,1,1,1,1,1,1,,0.0,0,0,0,0,0,équilibre précaire aux re-démarrages,,,,Très positif,"Le vélo est un peu lourd à manoeuvrer à l'arrêt.
Les fermoirs des harnais du cargo sont toujours long à retrouver (ils se baladent le long des sangles).",,,,,,{}
,Formidable,,1,PNR Grand Causses,15:30,18:00,248,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,1,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,"La partie cargo pourrait être ""refermable"" (avoir un toit plat coulissant par ex) pour pouvoir laisser les casques (ou autre) à l'abri des regards.",,,,,,{}
,Formidable,,1,PNR Grand Causses,17:00,18:30,249,Jour,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,1,0,,0.0,0,1,0,0,0,,,,,Positif,Il faut participer activement dès qu'il y a de grosses montées.,,,,,,{}
,AMI,,1,PNR Grand Causses,17:30,17:35,250,Jour,0,1,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Recharge rapide 2h pour la moitié de la batterie,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,08:30,08:47,251,Jour,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Trajet de même durée qu'en speeedbike 
Passage côté Paulhe",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,19:55,20:15,252,Nuit,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Positif,"La nuit, sur route sinueuse puis 2 fois 2 voies, léger sentiment d'insécurité qui pourrait être amélioré par la présence de feux longue distance. 
Accès au véhicule sans lumière à l'intérieur.",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,08:30,08:47,253,Jour,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Toit panoramique intéressant, impression de vision à 360 degrés. 
Petit bémol sur la visibilité quand on recule.",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,20:00,20:20,254,Nuit,0,1,1,1,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Positif,"Sentiment d'insécurité sous l'orage qui tient à la visibilité réduite. 
Poste de conduite qui devrait avoir un volant réglable (genoux dans le volant, attention si freinage d'urgence)",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,16:30,17:00,255,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Essaie du véhicules avec les membres de la famille. 
Avait des a priori mais trouve mieux que ce qu'ils pensaient. 
Ils trouvent que c'est très utile et suffisant en ville. Pour des petits trajets, ils pensent que c'est suffisamment confortable et stable. 
Ils ont peur de sortir de la ville, de la vitesse des autres usagers et de l'absence d'airbag. Ils trouvent la carrosserie un ""peu légère"".",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,08:30,08:47,256,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,0.0,1,0,0,0,0,,,,,Positif,Condensation du fait de la température extérieure qui n'a pas disparu avec la ventilation et le chauffage. Arrêt pour un essuyage à la main.,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,20:00,20:20,257,Nuit,0,0,0,0,0,0,nuit,Domicile / travail,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Très positif,Visibilité pourrait être améliorée avec des phares longue portée,,,voiture,,"voiture,velo",{}
,BIRO,,1,PNR Grand Causses,08:10,15:28,258,Jour,0,1,0,0,0,0,,travail+courses+famille,0.0,0,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,"Facile à garer, marrante, pas confortable (zéro suspensions ?), effet d'irisation sur le pare brise quand le soleil est en face, il manque un pare soleil, ventilation manquante, l'ouverture du toit en façade provoque un afflux d'air sur la tête et c'est très inconfortable.",,,,,,{}
,,,1,CC Clunisois,07:30,07:40,259,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,0,0,0,1,0,,,Dégivrage du par prise,,Positif,Agréable pour les petits trajet,,,,,,{}
,AMI,,1,PNR Grand Causses,20:00,20:20,260,Jour,0,0,0,0,0,0,nuit,Domicile / travail,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Très positif,Feux longue portée à prévoir,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,11:00,11:30,261,Jour,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,1,0,,0.0,0,0,0,0,1,,,,,Très positif,"En circulation, au delà de 50km/h, sentiment de gêner la circulation surtout quand le depassement n'est pas possible. 
Peur de rouler sous de fortes pluies. Voiture laisser au parking ce samedi. 
Activités de loisirs à des distances supérieures à 20 km et fort dénivelé, capacité de la batterie ?",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,12:30,12:40,262,Jour,1,0,0,0,0,0,,famille,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Temps de trajet en ville équivalent à un véhicule classique,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,17:45,18:45,263,Nuit,1,0,0,0,0,0,,Courses,0.0,1,0,1,0,0,0,,0.0,1,0,0,0,0,,,,,Très positif,"Trajet agréable même de nuit, visibilité arrière du véhicule moindre surtout pour les manœuvre dans les parkings.",,,voiture,,"voiture,velo",{}
WEEZ,WEEZ,55.948556390038576,2,CC Clunisois,15:00,18:00,264,Jour,0,0,0,0,0,1,,Loisirs,0.0,1,1,0,0,1,0,,0.0,1,0,1,0,0,Bruits intérieurs,,Stationnement difficile par manque de visibilité arrière pour les créneaux,Direction non assistée,Positif,"Véhicule adapté aux particuliers en zone rurale,suffisamment puissant pour monter sans problème les collines du Clunisois. 

Frein à main difficile",,,,,,{}
,Formidable,,1,PNR Grand Causses,11:00,11:05,265,Jour,1,0,0,0,0,0,,Test,0.0,0,1,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,-,,,,,,{}
,AMI,,1,PNR Grand Causses,19:45,19:50,266,Nuit,1,0,0,0,0,0,,retour à l'asso,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Retour de la voiture à l'association après une petite nettoyage. Les plastiques incrustés de saletés sont difficiles à nettoyer autant à l'extérieur qu'à l'intérieur.  
A part ça, expérience agréable même si quelques points sont à améliorer pour la conduite sur routes de campagne (l'éclairage en numéro 1, la différence de vitesse avec les autres usagers, et un peu la distance (en réalité, un peu plus de capacité pour faire face au 500m de dénivelé qui ceinture la ville de Millau et ne pas être trop juste).",,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,08:40,08:57,267,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Peu de circulation,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,19:10,19:25,268,Nuit,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Très positif,Feux de croisement,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,08:40,08:57,269,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,voiture,,"voiture,velo",{}
,AMI,,1,PNR Grand Causses,20:00,20:20,270,Nuit,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,voiture,,"voiture,velo",{}
WEEZ,WEEZ,14.2999574867202,1,CC Clunisois,16:40,17:30,271,Jour,0,0,0,0,0,1,,Loisirs,0.0,1,0,0,0,0,0,,0.0,1,0,1,0,0,,,Beaucoup de buée dans le véhicule par temps de brouillard,Pas de chauffage et ventilateur pour enlever la buée,Positif,Prévoir une sortie d’air directement sur le pare brise,,,,,,{}
WEEZ,WEEZ,73.16782543049197,5,CC Clunisois,10:00,17:30,272,Jour,1,0,0,0,0,1,,Loisirs,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,,,La buée le matin en partant,,Très positif,"On ne peut pas régler le chauffage c’est où il est en marche ou il est éteint 
Il n’y a pas de pare soleil 
Le frein à main est dur a  tirer",,,,,,{}
WEEZ,WEEZ,46.04167920643079,16,CC Clunisois,00:00,23:59,273,Nuit,0,0,0,0,0,1,,Domicile / travail,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,La voiture est au garage pour éviter d’avoir de la buée,,Très positif,"Les phares sont blancs et les pleins sont jaunes 
Il pourrait y avoir une petite vitre et un rétroviseur dans la voiture 
Il pourrait y avoir l’heure sur le tableau de bord",,,,,,{}
,WEEZ,,1,CC Clunisois,15:00,17:00,274,Jour,0,0,0,0,0,1,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,Pas de difficulté,Pas de difficulté,Très positif,C’est un vrai plaisir à conduire,,,,,,{}
WEEZ,WEEZ,9.15284790886213,1,CC Grand Pic St Loup,17:20,17:45,275,Nuit,1,0,0,0,0,0,,retour du prêt,0.0,0,0,0,0,0,0,trajet sans pollution,0.0,1,0,0,0,0,difficulté à manier le véhicule et sentiment d'insécurité,,,,Négatif,Véhicule difficile à manier du fait de l'absence de direction assistée. Ce qui a fait que je ne me suis pas sentie en sécurité notamment à une vitesse sup à 50 km/h. Tableau de bord peu ergonomique.,,,,,,{}
WEEZ,WEEZ,23.76702356632336,2,CC Clunisois,16:00,20:00,276,Nuit,0,0,0,0,0,1,,Loisirs,0.0,0,0,0,0,0,0,Tester un autre style de véhicule,0.0,0,0,0,0,0,Marche arrière,,Parking la poste cluny,,Négatif,"Ayant une voiture électrique tout confort depuis 4 ans cette voiture n'est pas très pratique à conduire, pas de direction assistée, peu de confort... 
Pour des trajets intra ville cela me parait suffisant mais sur des trajets en ruralité cela me paraît moins utile.",4.6637459,46.4330267,,,,{}
WEEZ,WEEZ,14.219230303316515,1,CC Grand Pic St Loup,07:30,08:10,277,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,0,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Il faut se faire à la direction non assistée.
Manque peut être un pare soleil au moins côté conducteur.",,,,,,{}
WEEZ,WEEZ,12.00214499657524,2,CC Grand Pic St Loup,11:00,11:50,278,Jour,1,0,0,0,0,0,,Courses,0.0,1,0,0,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Point négatif : véhicule pro donc sans visibilité arrière et rétroviseur intérieur.
Pouvoir écouter la radio à minima serait bien, ou au moins brancher son téléphone en filaire ou Bluetooth.",,,,,,{}
WEEZ,WEEZ,14.546220101346512,1,CC Grand Pic St Loup,16:45,17:35,279,Jour,0,0,1,0,0,0,,Domicile / travail,0.0,1,0,0,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Une meilleure insonorisation serait un grand plus.,,,,,,{}
Karbikes,Karbikes,1.66976771818335,1,Loos en Gohelle,16:50,17:00,280,Jour,0,1,0,0,0,0,,Domicile / travail,0.0,0,1,0,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,L'habitacle est un peu petit au niveau des jambes.,,,velo,,marche,{}
WEEZ,WEEZ,18.148609193198773,2,CC Grand Pic St Loup,20:15,22:30,281,Nuit,0,0,0,0,0,0,nuit claire,Loisirs,0.0,1,1,0,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Ras,,,,,,{}
WEEZ,WEEZ,6.102659705458524,1,CC Grand Pic St Loup,09:00,09:15,282,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,0,0,se déplacer sans polluer,0.0,1,0,0,0,0,,,sur le trajet face au soleil j'étais éblouie,,Positif,"C'etait mon second trajet et j'ai mieux réussi à utiliser la voiture. La direction manquant indéniable mais on s'y habitue un peu. D'autant sur un petit trajet. L'ergonomie intérieure est toujours déroutante. Et la suspension est dure ce qui rend le trajet désagréable par moments. Les routes sont particulièrement abîmées sur mon trajet. Je trouve que c'est une voiture à améliorer et à rendre désirable encore plus à ce prix d'achat. Mais le concept est génial pour une alternative au vélo électrique quand on a besoin de faire des courses, en absence de pistes cyclables sécurisées ou pour les personnes âgées si la direction était améliorée.",,,,,,{}
WEEZ,WEEZ,5.8600151452272575,1,CC Grand Pic St Loup,18:00,18:15,283,Nuit,0,0,0,0,0,0,nuit totale,Domicile / travail,0.0,0,0,0,0,0,0,se déplacer sans polluer,1.0,0,0,0,0,0,,,,,Positif,Rien de plus que mon précédent trajet. Troisième trajet,,,,,,{}
Karbikes,Karbikes,1.5949114644381328,1,Loos en Gohelle,08:40,08:47,284,Jour,0,0,0,0,0,1,,Domicile / travail,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,Les rétroviseurs sont trop petits.,,,velo,,marche,{}
WEEZ,WEEZ,60.142154836353505,4,CC Clunisois,10:00,17:00,285,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,0,Sentiment d'être plus écologique,0.0,0,0,0,0,0,Manque de visibilité arrière,,,,Positif,"A ameliorer :
Rétroviseur arrière
Direction assistée 
Pare soleil",,,,,,{}
Karbikes,Karbikes,1.71841560298291,1,Loos en Gohelle,17:30,17:38,286,Nuit,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,0,0,0,1,0,,,Problème avec la marche arrière,Problème avec l'assistance électrique,Négatif,"En faisant marche arrière un message d'erreur s'affiche E005. L'assistance électrique ne fonctionne plus. J'ai dû m'arrête, éteindre et rallumer le Karbikes. Après le véhicule a de nouveau fonctionné normalement.",,,velo,,marche,{}
Karbikes,Karbikes,4.017121971751497,1,Loos en Gohelle,11:10,11:35,287,Jour,0,1,0,0,0,0,,Courses,0.0,0,0,1,0,1,0,,1.0,0,0,0,0,0,,,,,Positif,Le véhicule est bruyant. Pas de possibilité d'ouvrir la capote depuis l'intérieur. Manque d'une ceinture de sécurité pour le passager arrière.,,,velo,,marche,{}
Karbikes,Karbikes,1.341356663524938,1,Loos en Gohelle,08:20,08:30,288,Jour,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,Le trajet s'est bien déroulé.,,,velo,,marche,{}
Karbikes,Karbikes,1.5216757755780894,1,Loos en Gohelle,17:30,17:40,289,Nuit,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,Prise en main de plus en plus facile.,,,velo,,marche,{}
,Urbaner,,1,Commune du Teil,08:35,08:40,290,Jour,1,0,0,0,0,0,,Ecole (enfants),0.0,0,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Positif,Manque d'assistance au démarrage. Il faut pas mal forcer pour lancer le véhicule ou avoir le réflexe de mettre la vitesse mécanique la plus facile à la fin du trajet précédent,,,,,voiture,{}
,Urbaner,,1,Commune du Teil,18:10,18:15,291,Nuit,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,0,0,1,1,,0.0,0,0,0,1,0,,,démarrage,,Positif,Il faut forcer au démarrage pour lancer le véhicule. Du coup parfois le siège recule malgré le serrage fort de la vis de réglage,,,,,voiture,{}
Karbikes,Karbikes,1.453002422244853,1,Loos en Gohelle,08:20,08:25,292,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,Difficile de fermer la capote de l'intérieur.,,,velo,,marche,{}
,Karbikes,,1,Loos en Gohelle,17:30,17:40,293,Nuit,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Positif,Impossibilité de remonter les files comme avec un vélo dans les bouchons.,,,velo,,marche,{}
BIRO,BIRO,6.302158210926111,4,Commune du Teil,14:00,15:00,294,Jour,1,0,0,0,0,0,,Travail,0.0,1,0,0,0,0,0,,0.0,0,0,0,0,1,,,,,Positif,Auvun,,,,,,{}
Formidable,Formidable,6.74013131010352,1,CC Clunisois,16:00,16:30,295,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,0,0,0,1,,0.0,0,1,0,0,0,,,Voie verte - chicanes,,Positif,Matériel un peu lourd.,4.6828578,46.5357473,,,,{}
Formidable,Formidable,7.5571983049185025,3,CC Clunisois,12:45,15:21,296,Jour,1,0,0,1,0,0,,Loisirs,0.0,1,1,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,"Difficile de conduire avec une seule mains. Pas évident d'indiquer les changements de directions aux autres usagers. 
Sonnette pas très pratique à utiliser.",,,,,,{}
Karbikes,Karbikes,1.5973523457388297,1,Loos en Gohelle,08:30,08:40,297,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,Trajet très agréable.,,,velo,,marche,{}
,Urbaner,,1,CC Grand Pic St Loup,08:00,10:00,298,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,0,,0.0,1,0,0,1,0,,,Soleil en face,Problème technique sur embrayage vitesse patine,Négatif,Ras,,,,,,{}
WEEZ,WEEZ,8.603229572727129,2,CC Clunisois,10:00,10:30,299,Jour,0,1,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,1,0,,1.0,0,0,0,0,0,,,Direction non assistée,Suspension un peu dure,Positif,Moteur un peu bruyant en régime élevé,,,,,,{}
WEEZ,WEEZ,31.124915141695496,2,CC Clunisois,14:30,15:30,300,Jour,0,0,0,0,0,1,,Courses,0.0,1,0,0,0,0,0,,0.0,1,0,0,0,0,,,Mauvaise efficacité du désembuage,Amplitude réduite du débattement déflecteur D,Positif,Ras,,,,,,{}
